";Orders (numPair";start;lifetime;capacity)
18;5934;1516;1
88;5934;2403;1
77;5934;1949;1
57;5934;1985;1
31;5934;1920;1
67;5934;2090;1
25;5934;1463;1
12;5934;1449;1
88;5934;2441;1
72;5934;789;1
44;5934;2422;1
72;5934;1664;1
12;5934;1252;1
45;5934;1820;1
71;5934;2292;1
74;5934;1424;1
27;5934;1847;1
24;5934;1716;1
41;5935;1442;1
66;5935;1945;1
85;5935;1610;1
33;5935;1438;1
99;5935;2377;1
91;5935;1814;1
58;5935;1779;1
6;5935;2157;1
39;5935;1507;1
94;5935;2453;1
4;5935;2008;1
99;5935;2633;1
91;5935;2043;1
60;5935;2334;1
50;5935;1550;1
10;5935;2399;1
79;5935;2111;1
43;5935;2080;1
72;5935;1620;1
69;5935;2208;1
33;5935;1781;1
48;5935;2790;1
80;5935;1509;1
96;5935;2360;1
73;5935;1431;1
48;5935;2396;1
22;5936;1764;1
56;5936;1958;1
48;5936;2707;1
75;5936;2157;1
6;5936;2122;1
54;5936;2151;1
51;5936;1163;1
74;5936;1714;1
33;5936;1856;1
100;5936;1027;1
48;5936;1428;1
57;5936;2138;1
21;5936;2713;1
19;5936;1906;1
51;5936;1171;1
2;5936;1701;1
51;5936;1245;1
68;5936;1106;1
10;5936;1672;1
58;5936;2431;1
19;5936;2174;1
64;5936;1736;1
49;5937;2270;1
3;5937;1726;1
74;5937;1246;1
35;5937;2266;1
24;5937;2553;1
88;5937;1706;1
48;5937;801;1
85;5937;2036;1
13;5937;2648;1
28;5937;2418;1
69;5937;2132;1
38;5937;1819;1
1;5937;1197;1
29;5937;1480;1
4;5937;1751;1
79;5937;2578;1
38;5937;1938;1
1;5937;1981;1
53;5937;1610;1
74;5937;2758;1
32;5937;1703;1
3;5937;1699;1
18;5937;1609;1
27;5937;1167;1
24;5937;1711;1
85;5937;2165;1
61;5937;1715;1
43;5937;2070;1
11;5937;1740;1
50;5938;832;1
70;5938;1708;1
90;5938;1971;1
1;5938;1419;1
96;5938;2720;1
73;5938;2309;1
39;5938;1927;1
81;5938;1059;1
91;5938;2233;1
91;5938;2407;1
44;5938;2370;1
69;5938;1187;1
91;5938;2029;1
53;5938;1800;1
86;5938;2065;1
38;5938;2030;1
30;5938;1826;1
40;5938;1842;1
74;5938;2191;1
94;5938;1843;1
62;5938;2686;1
43;5938;1762;1
6;5939;2201;1
7;5939;1610;1
88;5939;1720;1
61;5939;1563;1
87;5939;3321;1
26;5939;2698;1
53;5939;1625;1
17;5939;2106;1
29;5939;3069;1
68;5939;980;1
68;5939;3104;1
55;5939;2037;1
22;5939;2422;1
8;5939;2462;1
84;5939;2856;1
26;5939;1885;1
73;5939;1848;1
25;5939;2321;1
69;5939;2172;1
50;5939;2283;1
73;5939;1872;1
22;5939;2101;1
79;5939;1886;1
98;5939;1904;1
68;5939;1306;1
19;5939;1464;1
33;5939;1351;1
62;5939;2359;1
85;5939;684;1
43;5939;1880;1
5;5939;2188;1
67;5939;1685;1
40;5939;1835;1
53;5939;2348;1
73;5939;1902;1
76;5939;2959;1
24;5940;2354;1
46;5940;2301;1
8;5940;2486;1
60;5940;1755;1
32;5940;1243;1
14;5940;428;1
35;5940;1587;1
98;5940;2158;1
68;5940;1855;1
15;5940;1969;1
52;5940;2302;1
94;5940;1261;1
37;5940;1891;1
82;5940;2446;1
89;5940;2443;1
12;5940;2699;1
62;5940;1884;1
98;5940;1687;1
49;5940;2478;1
76;5940;2079;1
42;5940;2270;1
16;5940;2016;1
94;5940;1362;1
49;5940;2296;1
24;5940;1162;1
81;5940;2942;1
40;5940;2512;1
8;5940;1364;1
15;5940;1437;1
84;5940;1776;1
45;5940;2549;1
10;5940;1809;1
73;5941;2653;1
32;5941;1590;1
42;5941;1418;1
73;5941;2074;1
37;5941;2904;1
7;5941;2890;1
67;5941;1540;1
25;5941;1313;1
38;5941;2510;1
67;5941;2304;1
88;5941;1002;1
2;5941;1787;1
49;5941;2180;1
49;5941;2798;1
16;5941;2038;1
9;5941;2464;1
62;5941;2614;1
81;5941;2293;1
24;5941;1264;1
27;5941;2437;1
49;5941;2497;1
47;5941;2381;1
22;5941;1907;1
9;5941;2290;1
91;5942;1751;1
29;5942;2243;1
24;5942;1640;1
23;5942;1540;1
70;5942;1998;1
49;5942;2353;1
35;5942;2932;1
69;5942;1614;1
44;5942;2778;1
93;5942;1941;1
55;5942;2341;1
35;5942;1409;1
73;5942;2032;1
17;5942;1380;1
36;5942;1399;1
35;5942;1971;1
27;5942;2476;1
97;5942;2427;1
37;5942;1747;1
33;5942;1949;1
16;5942;1654;1
59;5942;2788;1
64;5942;2593;1
78;5942;2159;1
83;5942;1525;1
80;5942;2190;1
34;5942;1730;1
10;5943;3060;1
84;5943;1951;1
44;5943;2288;1
61;5943;1892;1
6;5943;1634;1
50;5943;2167;1
60;5943;1123;1
10;5943;1731;1
4;5943;2219;1
18;5943;2445;1
2;5943;1499;1
89;5943;1916;1
56;5943;1395;1
13;5943;1783;1
37;5943;2131;1
4;5943;2217;1
71;5943;1936;1
97;5943;1798;1
76;5943;1623;1
4;5943;1793;1
24;5943;2610;1
63;5943;1635;1
74;5943;2488;1
48;5943;1782;1
17;5944;2739;1
57;5944;1565;1
89;5944;2274;1
95;5944;1691;1
85;5944;2059;1
70;5944;2287;1
51;5944;2030;1
5;5944;1601;1
100;5944;1265;1
36;5944;750;1
92;5944;2487;1
15;5944;1761;1
79;5944;2642;1
7;5944;2144;1
22;5944;2626;1
26;5944;1826;1
11;5944;1721;1
92;5944;1175;1
41;5944;1735;1
94;5944;1665;1
13;5944;2203;1
31;5944;2658;1
79;5944;1657;1
10;5944;2756;1
26;5944;2052;1
95;5944;1831;1
97;5944;2666;1
45;5944;3036;1
4;5945;1927;1
95;5945;2360;1
52;5945;1690;1
38;5945;2803;1
99;5945;2536;1
29;5945;2089;1
76;5945;1255;1
35;5945;2147;1
86;5945;2455;1
23;5945;1700;1
42;5945;2473;1
87;5945;1762;1
90;5945;2280;1
60;5945;2115;1
99;5945;1895;1
88;5945;979;1
24;5945;1879;1
53;5945;1901;1
21;5945;2167;1
86;5945;1606;1
45;5945;2074;1
50;5945;1616;1
46;5945;2483;1
21;5945;1718;1
86;5945;2163;1
77;5945;2305;1
12;5945;3308;1
39;5945;2064;1
78;5945;1959;1
30;5945;1415;1
28;5945;1642;1
69;5945;2088;1
96;5945;2217;1
77;5945;1742;1
59;5945;2089;1
22;5945;1367;1
51;5945;1731;1
24;5946;2183;1
42;5946;2406;1
39;5946;2575;1
41;5946;1937;1
37;5946;1871;1
33;5946;2615;1
34;5946;2129;1
68;5946;1750;1
17;5946;2828;1
97;5946;2679;1
36;5946;1685;1
67;5946;1826;1
90;5946;1900;1
74;5946;2123;1
23;5946;1421;1
20;5946;1487;1
74;5946;2546;1
79;5946;2304;1
62;5946;1745;1
33;5946;1630;1
7;5946;2167;1
51;5946;2023;1
95;5946;1594;1
91;5947;2517;1
16;5947;1804;1
62;5947;1561;1
82;5947;1913;1
33;5947;2194;1
5;5947;2150;1
25;5947;2053;1
42;5947;2574;1
15;5947;1768;1
26;5947;1610;1
77;5947;716;1
95;5947;1358;1
28;5947;2950;1
16;5947;1839;1
87;5947;1366;1
44;5947;1647;1
91;5947;1398;1
77;5947;2373;1
86;5947;1847;1
21;5947;2187;1
90;5947;1940;1
10;5947;1530;1
52;5947;1775;1
55;5947;1789;1
7;5947;3080;1
73;5947;1526;1
27;5947;1939;1
30;5947;1578;1
96;5947;1760;1
37;5948;1825;1
61;5948;1593;1
23;5948;1009;1
4;5948;2691;1
56;5948;2033;1
41;5948;1543;1
79;5948;1722;1
90;5948;1886;1
88;5948;1467;1
42;5948;2893;1
71;5948;1084;1
3;5948;1520;1
27;5948;1439;1
74;5948;1855;1
66;5948;1797;1
12;5948;1536;1
61;5948;2136;1
12;5948;1629;1
42;5948;1448;1
66;5948;1973;1
6;5948;1859;1
61;5948;2311;1
83;5948;2271;1
25;5948;1860;1
69;5948;2340;1
54;5948;1915;1
57;5948;2048;1
55;5948;2149;1
12;5948;2140;1
21;5948;1254;1
96;5948;2367;1
6;5949;2266;1
32;5949;2607;1
61;5949;2102;1
34;5949;2672;1
35;5949;2196;1
66;5949;1283;1
77;5949;1221;1
45;5949;1921;1
93;5949;1940;1
8;5949;1952;1
36;5949;2141;1
59;5949;1848;1
83;5949;1341;1
7;5949;2042;1
60;5949;2446;1
42;5949;1660;1
87;5949;1210;1
25;5949;2258;1
21;5949;2468;1
81;5949;2179;1
95;5949;1857;1
45;5949;2083;1
64;5949;1342;1
65;5949;2710;1
77;5949;2307;1
21;5949;843;1
23;5949;3028;1
49;5949;2196;1
29;5949;2034;1
7;5949;2228;1
48;5949;2774;1
77;5949;2043;1
39;5950;1732;1
37;5950;2336;1
53;5950;3107;1
82;5950;1679;1
75;5950;2501;1
47;5950;1643;1
68;5950;2674;1
32;5950;2275;1
53;5950;2378;1
15;5950;2141;1
56;5950;2173;1
98;5950;1943;1
59;5950;2356;1
51;5950;1764;1
88;5950;2761;1
36;5950;2536;1
8;5950;892;1
3;5950;779;1
40;5950;2187;1
91;5950;2349;1
94;5950;1992;1
77;5950;1914;1
67;5950;1706;1
88;5950;2129;1
43;5950;1565;1
56;5950;2200;1
10;5950;1701;1
96;5950;2685;1
93;5950;2073;1
77;5950;1811;1
16;5950;1919;1
95;5950;1320;1
42;5950;2149;1
28;5950;1263;1
62;5950;1211;1
31;5950;2607;1
32;5950;2324;1
26;5950;2620;1
47;5951;2195;1
33;5951;2050;1
5;5951;857;1
65;5951;3215;1
13;5951;3236;1
84;5951;1579;1
41;5951;964;1
55;5951;2150;1
5;5951;1954;1
81;5951;1776;1
46;5951;2141;1
67;5951;1613;1
73;5951;1458;1
96;5951;2807;1
70;5951;2754;1
89;5951;2391;1
41;5951;2384;1
95;5951;1262;1
98;5951;1598;1
27;5951;1764;1
56;5951;2114;1
14;5951;2667;1
69;5951;1888;1
19;5951;2167;1
76;5951;1918;1
70;5951;2093;1
61;5951;1764;1
70;5952;2246;1
74;5952;2103;1
9;5952;2735;1
45;5952;2523;1
22;5952;1066;1
31;5952;1751;1
92;5952;683;1
26;5952;2519;1
4;5952;1305;1
59;5952;2203;1
77;5952;1878;1
44;5952;2057;1
82;5952;2323;1
27;5952;2844;1
19;5952;1568;1
71;5952;1466;1
60;5952;2004;1
44;5952;1693;1
81;5952;2025;1
89;5952;1971;1
87;5952;1562;1
46;5952;2382;1
36;5952;1546;1
34;5952;2400;1
47;5952;2042;1
77;5952;2621;1
5;5952;1898;1
50;5952;2301;1
6;5952;3012;1
23;5952;3491;1
97;5952;2124;1
4;5952;1781;1
47;5953;1740;1
42;5953;2604;1
29;5953;1565;1
89;5953;1728;1
74;5953;2100;1
64;5953;2364;1
98;5953;2066;1
31;5953;2075;1
93;5953;2880;1
39;5953;2672;1
5;5953;1172;1
70;5953;2297;1
51;5953;2584;1
99;5953;2565;1
11;5953;2848;1
71;5953;2136;1
70;5953;2155;1
80;5953;2187;1
58;5953;1627;1
58;5953;2508;1
26;5953;2332;1
44;5953;1666;1
1;5953;1135;1
34;5953;1941;1
17;5953;1386;1
36;5953;2794;1
22;5953;2062;1
67;5953;1851;1
40;5953;1982;1
18;5953;1654;1
81;5953;1510;1
97;5953;2399;1
61;5953;1934;1
35;5953;1740;1
18;5954;1435;1
5;5954;2050;1
76;5954;2459;1
62;5954;1543;1
42;5954;2001;1
59;5954;3022;1
66;5954;2508;1
16;5954;2879;1
74;5954;1900;1
80;5954;1627;1
3;5954;1041;1
5;5954;2871;1
4;5954;2084;1
94;5954;1957;1
51;5954;2322;1
17;5954;1807;1
56;5954;1453;1
73;5954;2435;1
97;5954;991;1
58;5954;2163;1
10;5954;2340;1
61;5954;3010;1
72;5954;1742;1
85;5954;1872;1
89;5954;1737;1
60;5954;1231;1
54;5954;1973;1
1;5954;2738;1
11;5954;1234;1
62;5954;1642;1
76;5954;2173;1
70;5954;1268;1
7;5954;2021;1
3;5954;2220;1
40;5954;2395;1
47;5954;2148;1
51;5954;2142;1
13;5954;1257;1
33;5954;2177;1
64;5954;1724;1
30;5954;1640;1
25;5954;1343;1
65;5955;1812;1
28;5955;3327;1
76;5955;2597;1
59;5955;2357;1
62;5955;1456;1
22;5955;1847;1
29;5955;2557;1
70;5955;1987;1
25;5955;728;1
82;5955;812;1
87;5955;1844;1
56;5955;2667;1
28;5955;1837;1
35;5955;1786;1
76;5955;1676;1
79;5955;1974;1
72;5955;2096;1
71;5955;1977;1
50;5955;2268;1
1;5955;2231;1
87;5955;2816;1
85;5955;1453;1
88;5955;944;1
66;5955;1820;1
90;5955;2355;1
91;5955;2332;1
91;5955;1695;1
31;5955;1364;1
90;5955;1946;1
89;5955;1311;1
19;5955;3261;1
37;5955;2841;1
14;5955;2039;1
36;5956;2401;1
12;5956;2320;1
50;5956;1322;1
45;5956;2564;1
60;5956;1977;1
64;5956;1758;1
80;5956;1269;1
67;5956;2015;1
65;5956;2317;1
87;5956;1871;1
92;5956;2147;1
51;5956;1793;1
50;5956;2203;1
11;5956;1516;1
65;5956;1368;1
36;5956;2967;1
79;5956;1655;1
21;5956;2531;1
74;5956;2387;1
50;5956;2037;1
45;5956;773;1
34;5956;2040;1
67;5956;1767;1
23;5956;1505;1
47;5956;2306;1
54;5956;1541;1
41;5956;1470;1
79;5956;1795;1
97;5956;1657;1
24;5956;2823;1
67;5956;2396;1
44;5956;2769;1
40;5957;2152;1
94;5957;2303;1
24;5957;2137;1
14;5957;2777;1
48;5957;2137;1
73;5957;3226;1
35;5957;1952;1
88;5957;1591;1
33;5957;1291;1
48;5957;2552;1
83;5957;2442;1
76;5957;1921;1
89;5957;1867;1
13;5957;1691;1
20;5957;2483;1
82;5957;2163;1
12;5957;1112;1
4;5957;1965;1
7;5957;2516;1
86;5957;2267;1
41;5957;2324;1
50;5957;1592;1
95;5957;1871;1
29;5957;1476;1
27;5957;1916;1
60;5958;2002;1
94;5958;2125;1
33;5958;2032;1
18;5958;1766;1
86;5958;1752;1
35;5958;2005;1
78;5958;2567;1
98;5958;1992;1
5;5958;1608;1
98;5958;2090;1
78;5958;2101;1
68;5958;1337;1
15;5958;1428;1
7;5958;2169;1
59;5958;2672;1
36;5958;2780;1
11;5958;1692;1
39;5958;2054;1
50;5958;1874;1
64;5958;1884;1
89;5958;3528;1
48;5958;2191;1
86;5958;2096;1
87;5958;1088;1
69;5958;1864;1
95;5958;2041;1
100;5958;2470;1
42;5958;2183;1
91;5958;2851;1
67;5958;1604;1
37;5958;1639;1
6;5958;1223;1
49;5958;2230;1
18;5959;2552;1
59;5959;1813;1
11;5959;1940;1
83;5959;1295;1
13;5959;2249;1
22;5959;2986;1
9;5959;2036;1
69;5959;1513;1
8;5959;1767;1
38;5959;1297;1
53;5959;3021;1
11;5959;2849;1
75;5959;1570;1
9;5959;2427;1
88;5959;1573;1
95;5959;1508;1
78;5959;2340;1
69;5959;2099;1
16;5959;1755;1
4;5959;3267;1
100;5959;1873;1
82;5959;1332;1
18;5959;1605;1
59;5959;1966;1
87;5959;1862;1
5;5959;2321;1
7;5959;2877;1
96;5959;1712;1
32;5959;1689;1
75;5959;3284;1
100;5959;2841;1
51;5959;2385;1
96;5959;1547;1
78;5959;1890;1
47;5959;1557;1
30;5960;1832;1
46;5960;2172;1
90;5960;1829;1
23;5960;2225;1
85;5960;2500;1
74;5960;1990;1
97;5960;2101;1
35;5960;1888;1
11;5960;1623;1
95;5960;2702;1
65;5960;1877;1
58;5960;1244;1
68;5960;1652;1
81;5960;2322;1
26;5960;2540;1
75;5960;1427;1
36;5960;2573;1
68;5960;2247;1
40;5960;1555;1
42;5960;1695;1
31;5960;1763;1
19;5960;1253;1
81;5960;2052;1
5;5960;1661;1
23;5960;2604;1
70;5960;2247;1
78;5960;2090;1
33;5960;1485;1
90;5960;1819;1
1;5960;2584;1
24;5961;2044;1
81;5961;1395;1
51;5961;908;1
27;5961;2374;1
76;5961;1881;1
90;5961;1839;1
13;5961;2584;1
15;5961;1707;1
34;5961;1092;1
11;5961;2699;1
23;5961;1123;1
83;5961;1524;1
28;5961;780;1
39;5961;2225;1
18;5961;2514;1
11;5961;2310;1
46;5961;3059;1
43;5961;2855;1
1;5961;1887;1
40;5961;1282;1
39;5961;1888;1
95;5961;2358;1
42;5961;2043;1
31;5961;1661;1
29;5961;3054;1
8;5961;1573;1
3;5961;2203;1
98;5961;3263;1
69;5961;2535;1
43;5961;2080;1
60;5961;2794;1
99;5961;2263;1
16;5961;1987;1
84;5962;1506;1
90;5962;1727;1
30;5962;1809;1
5;5962;600;1
5;5962;1714;1
53;5962;1745;1
27;5962;1836;1
19;5962;2083;1
36;5962;2562;1
13;5962;2368;1
71;5962;2206;1
80;5962;1889;1
99;5962;2432;1
94;5962;1676;1
80;5962;1225;1
10;5962;3398;1
21;5962;1654;1
46;5962;2165;1
46;5962;613;1
38;5962;2049;1
5;5962;1151;1
78;5962;1190;1
75;5962;2382;1
88;5962;2021;1
37;5962;1837;1
32;5962;2209;1
32;5962;2450;1
43;5963;1231;1
32;5963;1832;1
94;5963;2972;1
48;5963;1493;1
35;5963;1266;1
91;5963;1616;1
27;5963;2716;1
4;5963;2382;1
97;5963;1967;1
88;5963;1782;1
9;5963;1344;1
45;5963;1998;1
53;5963;1606;1
40;5963;2095;1
94;5963;1996;1
61;5963;2097;1
62;5963;2315;1
92;5963;1799;1
1;5963;2419;1
75;5963;1171;1
5;5963;2440;1
55;5963;1904;1
27;5963;2651;1
23;5963;2120;1
99;5963;1441;1
64;5963;1923;1
81;5963;2898;1
82;5963;2227;1
2;5963;2296;1
55;5963;1469;1
43;5963;1609;1
3;5964;1417;1
68;5964;2391;1
81;5964;2472;1
96;5964;1366;1
38;5964;1037;1
50;5964;1690;1
31;5964;2069;1
74;5964;2459;1
85;5964;2073;1
97;5964;2323;1
11;5964;2538;1
49;5964;1694;1
18;5964;1355;1
31;5964;1493;1
21;5964;2218;1
38;5964;1801;1
98;5964;2640;1
82;5964;1690;1
44;5964;3119;1
62;5964;2275;1
88;5964;2751;1
4;5964;1527;1
32;5964;2199;1
57;5964;2343;1
3;5964;1513;1
99;5964;2240;1
63;5965;2272;1
86;5965;1472;1
51;5965;2937;1
28;5965;2530;1
68;5965;2162;1
32;5965;1920;1
17;5965;1105;1
37;5965;1442;1
21;5965;1409;1
67;5965;1205;1
47;5965;2358;1
88;5965;1820;1
38;5965;1311;1
20;5965;1345;1
85;5965;2183;1
49;5965;1351;1
45;5965;2412;1
10;5965;2963;1
41;5965;2675;1
22;5965;2288;1
58;5965;1847;1
34;5965;1788;1
11;5965;2091;1
41;5965;2463;1
61;5965;1848;1
5;5965;1263;1
79;5965;1823;1
81;5965;2527;1
75;5965;2112;1
59;5965;1721;1
13;5965;1796;1
41;5965;2141;1
5;5965;3354;1
58;5966;1162;1
99;5966;1892;1
5;5966;2537;1
96;5966;2139;1
8;5966;2599;1
21;5966;2098;1
16;5966;2244;1
44;5966;1757;1
29;5966;1853;1
50;5966;2636;1
76;5966;2315;1
69;5966;2463;1
12;5966;1650;1
38;5966;1293;1
1;5966;2374;1
39;5966;2389;1
77;5966;3229;1
26;5966;1857;1
51;5966;2373;1
73;5966;1647;1
80;5966;2557;1
64;5966;1564;1
40;5966;2342;1
5;5966;1687;1
99;5966;2193;1
65;5966;1359;1
72;5966;2053;1
9;5966;1168;1
66;5966;2058;1
66;5966;1600;1
26;5966;1590;1
61;5966;2658;1
62;5966;2245;1
5;5966;2183;1
53;5966;1839;1
3;5966;2498;1
56;5966;1817;1
11;5966;1902;1
62;5966;1852;1
22;5966;2424;1
5;5966;1720;1
30;5966;1730;1
70;5966;2185;1
59;5967;2738;1
42;5967;805;1
55;5967;2410;1
7;5967;1928;1
23;5967;2022;1
34;5967;2228;1
16;5967;1132;1
31;5967;1778;1
61;5967;1382;1
87;5967;1843;1
77;5967;2482;1
36;5967;1894;1
76;5967;1785;1
61;5967;1276;1
29;5967;1296;1
65;5967;2204;1
22;5967;2522;1
27;5967;2281;1
22;5967;1847;1
52;5967;1642;1
37;5967;2001;1
58;5967;2788;1
96;5967;1174;1
43;5967;1680;1
27;5967;2082;1
80;5967;1661;1
27;5967;2248;1
70;5967;2731;1
23;5967;2315;1
26;5967;1528;1
8;5967;3105;1
62;5967;1499;1
54;5967;2177;1
89;5967;976;1
91;5967;2651;1
81;5967;1321;1
2;5967;1960;1
95;5967;2945;1
38;5967;2299;1
29;5967;1660;1
8;5967;2252;1
65;5967;2284;1
17;5967;2898;1
97;5967;1873;1
88;5968;2000;1
69;5968;1774;1
69;5968;2095;1
4;5968;1957;1
88;5968;1890;1
4;5968;1838;1
83;5968;3164;1
94;5968;2030;1
33;5968;2415;1
27;5968;2656;1
21;5968;1831;1
61;5968;1646;1
86;5968;2135;1
46;5968;2080;1
78;5968;1906;1
61;5968;1529;1
72;5968;2283;1
48;5968;2314;1
72;5968;2044;1
1;5968;1372;1
83;5968;2351;1
29;5968;1335;1
82;5968;2346;1
74;5968;1245;1
4;5968;2736;1
54;5968;2050;1
17;5969;1630;1
60;5969;1842;1
27;5969;1854;1
43;5969;1681;1
62;5969;1663;1
2;5969;2485;1
26;5969;2819;1
53;5969;1818;1
24;5969;1380;1
92;5969;1675;1
26;5969;1760;1
18;5969;1475;1
46;5969;1640;1
81;5969;1992;1
61;5969;1286;1
82;5969;1693;1
48;5969;1371;1
15;5969;1489;1
79;5969;2249;1
66;5969;1735;1
58;5969;2339;1
42;5969;3901;1
89;5969;1769;1
85;5969;2413;1
41;5969;1953;1
65;5969;1284;1
27;5969;3159;1
55;5969;1921;1
17;5969;2305;1
26;5969;3176;1
68;5969;2812;1
84;5969;2053;1
59;5969;1726;1
58;5969;1850;1
96;5969;2301;1
78;5970;1966;1
7;5970;1888;1
15;5970;2079;1
86;5970;2600;1
49;5970;2136;1
94;5970;1644;1
19;5970;2361;1
83;5970;2261;1
58;5970;2093;1
48;5970;2519;1
51;5970;1518;1
78;5970;2121;1
79;5970;2797;1
87;5970;2338;1
88;5970;2088;1
23;5970;1393;1
40;5970;2686;1
64;5970;1448;1
31;5970;2382;1
90;5970;1186;1
2;5970;3187;1
10;5970;1408;1
55;5970;1692;1
35;5970;1574;1
65;5970;1862;1
12;5970;2091;1
60;5970;1389;1
67;5970;2139;1
14;5970;1184;1
74;5970;2017;1
73;5971;2140;1
34;5971;2568;1
46;5971;1364;1
23;5971;1608;1
80;5971;2099;1
76;5971;1562;1
100;5971;1660;1
26;5971;1211;1
77;5971;2898;1
49;5971;1746;1
63;5971;1500;1
74;5971;1361;1
5;5971;1410;1
95;5971;1214;1
15;5971;1666;1
97;5971;1573;1
4;5971;1054;1
39;5971;1074;1
32;5971;1669;1
49;5971;2544;1
65;5971;2212;1
59;5971;2716;1
29;5971;2304;1
19;5971;2586;1
19;5971;1547;1
95;5971;1119;1
31;5971;890;1
92;5971;2218;1
47;5971;2409;1
78;5972;1416;1
8;5972;2836;1
12;5972;1955;1
67;5972;2463;1
55;5972;1569;1
31;5972;2004;1
10;5972;1468;1
24;5972;1071;1
65;5972;1952;1
23;5972;2262;1
58;5972;2260;1
2;5972;1719;1
21;5972;2077;1
59;5972;2561;1
77;5972;1653;1
39;5972;2657;1
42;5972;1507;1
33;5972;1577;1
46;5972;1379;1
27;5972;1888;1
88;5972;597;1
40;5972;1885;1
10;5972;2423;1
45;5972;1381;1
56;5972;2597;1
43;5972;2386;1
98;5973;1558;1
70;5973;2361;1
35;5973;908;1
12;5973;1833;1
20;5973;2568;1
20;5973;2074;1
81;5973;2722;1
47;5973;1440;1
61;5973;2342;1
71;5973;1747;1
76;5973;1004;1
20;5973;1910;1
5;5973;1508;1
23;5973;2044;1
96;5973;1838;1
49;5973;1894;1
90;5973;2155;1
82;5973;1872;1
94;5973;1713;1
91;5973;2633;1
54;5973;2244;1
43;5973;1566;1
66;5973;1712;1
14;5973;1086;1
74;5973;1402;1
6;5974;2800;1
99;5974;1447;1
83;5974;1874;1
19;5974;1028;1
3;5974;1226;1
65;5974;1570;1
32;5974;2029;1
8;5974;929;1
92;5974;1662;1
11;5974;1886;1
87;5974;2093;1
98;5974;2229;1
90;5974;1732;1
8;5974;2369;1
6;5974;1310;1
58;5974;2138;1
64;5974;1966;1
23;5974;1963;1
5;5974;2870;1
20;5974;1873;1
15;5974;1873;1
77;5974;1434;1
28;5974;2502;1
58;5974;1808;1
19;5974;1692;1
81;5974;2880;1
33;5974;1936;1
32;5974;1678;1
8;5974;1424;1
31;5974;1769;1
99;5974;2618;1
26;5974;1813;1
23;5974;2081;1
57;5974;3056;1
58;5974;2003;1
91;5974;984;1
3;5974;1677;1
13;5974;1567;1
34;5974;1269;1
72;5974;2195;1
6;5974;1681;1
10;5974;2052;1
41;5975;1475;1
26;5975;2510;1
87;5975;1568;1
48;5975;1638;1
86;5975;1586;1
55;5975;2076;1
34;5975;2544;1
82;5975;2651;1
3;5975;2025;1
44;5975;1775;1
12;5975;1358;1
41;5975;2090;1
97;5975;1947;1
10;5975;2380;1
68;5975;2193;1
81;5975;2015;1
82;5975;2209;1
41;5975;2148;1
18;5975;2113;1
68;5975;1172;1
13;5975;2135;1
96;5975;1895;1
32;5975;1690;1
63;5975;2157;1
88;5975;2462;1
51;5975;1436;1
75;5975;1963;1
25;5975;1833;1
94;5975;1480;1
44;5975;2100;1
84;5975;2627;1
97;5976;1777;1
46;5976;1927;1
52;5976;2225;1
36;5976;1749;1
30;5976;2274;1
78;5976;2790;1
11;5976;1604;1
44;5976;2493;1
85;5976;1320;1
75;5976;1253;1
50;5976;1756;1
63;5976;1389;1
63;5976;1466;1
72;5976;2323;1
9;5976;2468;1
64;5976;1832;1
39;5976;772;1
68;5976;1804;1
93;5976;1553;1
47;5976;2153;1
47;5976;1783;1
12;5976;1074;1
66;5977;1868;1
53;5977;1717;1
20;5977;2074;1
75;5977;2356;1
15;5977;2877;1
56;5977;1793;1
53;5977;2201;1
20;5977;2001;1
41;5977;1189;1
66;5977;2319;1
69;5977;1579;1
93;5977;3086;1
43;5977;647;1
28;5977;2366;1
22;5977;1475;1
14;5977;1711;1
80;5977;1933;1
88;5977;1803;1
56;5977;1972;1
50;5977;1678;1
11;5977;2433;1
30;5977;1630;1
48;5977;1275;1
52;5977;1658;1
85;5977;2055;1
12;5977;2081;1
79;5977;2037;1
84;5977;1814;1
79;5977;2204;1
36;5977;2015;1
26;5977;1664;1
33;5977;1553;1
46;5977;2104;1
68;5977;2309;1
57;5978;2553;1
24;5978;1564;1
68;5978;1929;1
97;5978;1789;1
16;5978;2353;1
13;5978;2423;1
8;5978;2187;1
31;5978;2693;1
24;5978;2253;1
15;5978;1342;1
32;5978;2137;1
97;5978;2660;1
92;5978;1653;1
88;5978;1753;1
90;5978;1390;1
86;5978;2870;1
12;5978;1465;1
95;5978;2379;1
65;5978;2012;1
79;5978;2929;1
51;5978;1565;1
76;5978;2696;1
2;5978;1793;1
79;5978;1952;1
67;5978;1788;1
94;5978;2045;1
17;5978;1719;1
93;5978;2541;1
59;5978;1619;1
43;5979;2723;1
30;5979;2770;1
99;5979;2286;1
18;5979;1736;1
98;5979;1855;1
14;5979;2063;1
25;5979;2350;1
56;5979;2251;1
43;5979;1306;1
43;5979;1700;1
92;5979;1477;1
39;5979;1921;1
54;5979;1898;1
70;5979;2028;1
37;5979;1899;1
27;5979;1802;1
54;5979;2466;1
44;5979;2271;1
57;5979;1987;1
97;5979;1854;1
20;5979;1575;1
37;5979;1772;1
9;5979;2271;1
75;5979;2705;1
48;5979;2153;1
99;5979;1863;1
50;5979;1786;1
2;5979;2116;1
87;5979;1737;1
54;5980;2061;1
25;5980;2219;1
95;5980;1983;1
84;5980;2329;1
45;5980;2143;1
